sample_num,loss_fn,random_start,steps,clean,6.0,8.0,10.0
10000,xent,1,10,85.78,67.18,59.21,51.06

10000,xent,1,10,85.78,70.42,60.51,50.18

10000,xent,1,100,85.78,70.05,59.45,48.09
