sample_num,loss_fn,random_start,steps,clean,6.0,8.0,10.0
10000,xent,1,10,85.10,70.80,65.11,58.62

10000,xent,1,10,85.10,73.34,66.07,58.17

10000,xent,1,100,85.10,72.64,63.93,53.56
