sample_num,loss_fn,random_start,steps,clean,0.02,0.03,0.04
10000,xent,1,100,88.30,68.71,54.87,40.75

10000,xent,1,100,88.30,68.71,54.87,40.75

10000,xent,1,100,88.30,68.74,54.92,40.79
