sample_num,loss_fn,random_start,steps,clean,6.0,8.0,10.0
10000,xent,1,10,59.25,38.24,32.34,26.34

10000,xent,1,10,59.25,41.13,33.31,25.78

10000,xent,1,10,59.25,41.13,33.31,25.78

10000,xent,1,10,59.12,41.20,33.12,25.97

10000,xent,1,10,59.12,41.20,33.12,25.97

10000,xent,1,10,59.33,41.41,33.16,25.67

10000,xent,1,10,59.33,41.41,33.16,25.67
