sample_num,loss_fn,random_start,steps,clean,6.0,8.0,10.0
10000,xent,1,10,82.01,69.78,63.96,57.81

10000,xent,1,10,83.46,64.97,56.71,47.97

10000,xent,1,10,82.01,69.78,63.96,57.81

10000,xent,1,10,82.01,71.82,64.99,57.12

10000,xent,1,100,82.01,71.62,63.94,54.78
