sample_num,loss_fn,random_start,steps,clean,6.0,8.0,10.0
10000,xent,1,10,58.38,38.14,32.68,27.32

10000,xent,1,10,58.38,38.14,32.68,27.32

10000,xent,1,10,58.38,40.83,33.64,26.91
