sample_num,loss_fn,random_start,steps,clean,0.02,0.03,0.04
10000,xent,1,10,84.85,66.00,53.98,41.91

10000,xent,1,100,84.85,65.26,52.08,38.28

10000,xent,1,10,84.85,66.00,53.98,41.91

10000,xent,1,100,84.85,65.26,52.08,38.28
